URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CACHE_CONTROL,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPROV,WHOIS_REGDATE,UPDATE_DATE,WHITIN_DOMAIN,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,UDP_PACKETS,TCP_URG_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,TIPO
B0_1065,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1079,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1084,39,9,utf-8,nginx/1.11.3,None,NA,None,None,1/07/2007 5:40,8/12/2016 14:01,census-online.us,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1099,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1108,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1161,39,8,iso-8859-1,Apache,None,404,US,WV,21/10/2006 0:00,22/10/2016 0:00,cthbpa.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1174,39,9,UTF-8,nginx,None,NA,US,Arizona,30/08/2000 0:00,18/04/2015 0:00,guitaretab.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1176,39,8,utf-8,nginx/1.11.2,private; must-revalidate; max-age=0,NA,US,FL,14/09/1995 0:00,12/05/2016 0:00,realtor.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1178,39,8,iso-8859-1,HTTPDaemon,private,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,imdb.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1198,39,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,7472,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1210,39,8,UTF-8,Apache/2.4.18 (Ubuntu),max-age=2592000,3063,TR,None,14/09/2000 8:47,15/09/2016 21:37,freedictionary.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1234,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_125,39,6,utf-8,None,no-cache,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,myspace.com,30,26,1,3521,0,0,36,37,33021,3947,36,6,Benigna
B0_1252,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1279,39,7,utf-8,Apache,max-age=0,12985,US,CO,17/02/2006 0:00,19/08/2015 0:00,pediaview.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1285,39,8,utf-8,nginx,None,NA,US,Oregon,30/08/2000 0:00,16/08/2016 0:00,discogs.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1300,39,8,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,9352,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1338,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1344,39,7,UTF-8,Apache,None,NA,US,NY,10/07/2002 0:00,18/10/2013 0:00,dustedmagazine.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_138,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,61,52,4,7271,0,0,71,68,60586,8017,71,10,Benigna
B0_1380,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1384,39,10,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_155,39,8,UTF-8,nginx,no-cache; private,NA,FR,None,4/09/1996 4:00,26/04/2016 9:14,geneanet.org,8,0,2,1059,0,0,12,11,1506,1361,12,4,Benigna
B0_19,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,16,7,3,2241,0,0,22,20,6701,2683,22,6,Benigna
B0_195,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,64,48,8,6413,0,0,72,68,58285,7005,72,8,Benigna
B0_2004,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,2,2,1,276,0,0,2,4,244,276,2,0,Benigna
B0_2052,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,16,6,4,1224,0,0,16,4,244,1224,16,0,Benigna
B0_2079,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,34,24,7,5528,0,0,34,22,7472,5528,34,0,Benigna
B0_2103,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,6,2,3,492,0,0,6,3,184,492,6,0,Benigna
B0_2121,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,5,3,2,498,0,0,5,7,438,498,5,0,Benigna
B0_2136,39,8,UTF-8,Apache,None,9050,None,None,None,None,harvard.edu,22,9,9,1560,0,0,22,18,1334,1560,22,0,Benigna
B0_2160,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,22,9,10,1524,0,0,22,11,702,1524,22,0,Benigna
B0_2179,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,2,2,1,276,0,0,2,4,246,276,2,0,Benigna
B0_2193,39,9,utf-8,ATS,None,620,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_2202,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,18,7,11,1308,0,0,18,16,1030,1308,18,0,Benigna
B0_2241,39,9,ISO-8859-1,AmazonS3,None,889,None,None,15/05/2005 0:00,15/04/2017 0:00,howdtheyvote.ca,10,4,5,816,0,0,10,7,436,816,10,0,Benigna
B0_2244,39,9,ISO-8859-1,nginx,private; no-cache; no-store; must-revalidate,1502,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,manta.com,8,4,6,684,0,0,8,12,762,684,8,0,Benigna
B0_2269,39,9,UTF-8,Apache,private,NA,None,None,None,None,nih.gov,4,3,2,420,0,0,4,5,310,420,4,0,Benigna
B0_2284,39,10,UTF-8,cloudflare-nginx,None,NA,None,None,None,None,kotaku.com.au,3,3,1,366,0,0,3,4,244,366,3,0,Benigna
B0_2285,39,10,utf-8,cloudflare-nginx,None,NA,US,Arizona,10/11/2009 0:00,21/04/2015 0:00,mp3bear.com,12,5,5,912,0,0,12,4,244,912,12,0,Benigna
B0_2291,39,7,iso-8859-1,Apache,None,340,CA,ON,26/11/1996 0:00,2/11/2016 0:00,transparencynow.com,11,5,5,894,0,0,11,10,634,894,11,0,Benigna
B0_2297,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,9,8,6,714,0,0,9,11,788,714,9,0,Benigna
B0_233,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,25,11,4,3771,0,0,33,32,11756,4385,33,8,Benigna
B0_253,39,8,ISO-8859-1,Apache,None,1002,AT,Austria,1/06/2004 0:00,2/06/2016 0:00,123people.com,10,2,7,927,0,0,14,20,2926,1241,14,4,Benigna
B0_273,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,23,6,10,2679,0,0,29,26,7080,3121,29,6,Benigna
B0_345,39,7,ISO-8859-1,cloudflare-nginx,None,NA,None,None,2/08/2010 0:00,4/05/2016 0:00,wordsdomination.com,28,6,13,2721,0,0,30,29,15626,2879,30,2,Benigna
B0_356,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,63,54,5,6884,0,0,73,70,57005,7630,73,10,Benigna
B0_389,39,7,utf-8,Apache/2.2.15 (CentOS),max-age=31536000,431,KY,GRAND CAYMAN,24/08/2003 0:00,27/02/2017 0:00,lawschoolnumbers.com,9,0,1,865,0,0,11,12,19264,1045,11,2,Benigna
B0_392,39,9,ISO-8859-1,nginx,private; no-cache; no-store; must-revalidate,1500,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,manta.com,40,11,12,6028,0,0,46,46,20061,6502,46,6,Benigna
B0_393,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,44,36,6,5129,0,0,52,68,59068,5721,52,8,Benigna
B0_471,39,9,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,38,33,1,6419,0,0,48,47,29141,7171,48,10,Benigna
B0_480,39,6,ISO-8859-1,nginx/1.10.0 (Ubuntu),None,NA,LV,RIX,19/07/2010 0:00,20/07/2016 0:00,freenudefemalebodybuilders.com,71,67,7,7582,0,0,79,73,82537,8282,79,8,Benigna
B0_50,39,8,us-ascii,Microsoft-HTTPAPI/2.0,None,324,TR,TR,28/10/2008 0:00,3/04/2016 0:00,kingofgames.net,12,6,9,1063,0,0,14,16,1287,1213,14,2,Benigna
B0_523,39,8,ISO-8859-1,nginx/1.8.1,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,nj,24/06/2003 0:00,22/08/2016 0:00,flixster.com,24,13,8,2750,0,0,30,32,9290,3190,30,6,Benigna
B0_606,39,9,us-ascii,cloudflare-nginx,None,NA,US,Arizona,10/06/2005 0:00,4/06/2015 0:00,veromi.com,23,17,8,1970,0,0,27,26,2183,2262,27,4,Benigna
B0_61,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,69,60,5,8450,0,0,81,80,68036,9350,81,12,Benigna
B0_631,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,64,56,5,7076,0,0,74,71,63630,7822,74,10,Benigna
B0_632,39,10,UTF-8,Apache/2.2.22 (Debian),no-store; no-cache; must-revalidate; post-check=0; pre-check=0,8507,US,Arizona,28/02/2008 0:00,24/04/2017 0:00,umapper.com,13,3,7,1313,0,0,17,18,1612,1605,17,4,Benigna
B0_644,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,62,50,5,6269,0,0,70,65,54988,6861,70,8,Benigna
B0_666,39,10,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,57,49,5,5951,0,0,65,64,56509,6543,65,8,Benigna
B0_710,39,9,ISO-8859-1,nginx/1.11.10,None,121211,US,GA,22/09/1993 0:00,15/02/2017 0:00,cnn.com,35,0,2,3234,1,0,38,38,129083,3384,38,2,Benigna
B0_742,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,60,51,4,6503,1,0,69,66,58109,7095,69,8,Benigna
B0_795,39,9,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_820,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_830,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_839,39,8,ISO-8859-1,Squeegit/1.2.5 (3_sir),None,NA,US,MA,29/09/1994 0:00,29/11/2016 0:00,tripod.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_841,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_85,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,66,56,7,8252,0,0,78,77,61807,9152,78,12,Benigna
B0_854,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_865,39,9,UTF-8,Apache,None,58,PA,Panama,7/11/2016 0:00,7/11/2016 0:00,kansascitycrm.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_870,39,8,UTF-8,Apache/2,None,1007,PA,Panama,30/07/2009 4:01,19/04/2017 10:41,dramafans.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_876,39,7,UTF-8,Virtuoso/07.20.3217 (Linux) i686-generic-linux-glibc212-64  VDB,None,NA,DE,None,10/01/2007 15:27,9/01/2017 16:53,dbpedia.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_900,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_902,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,None,None,None,None,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_915,39,9,ISO-8859-1,nginx/1.12.0,None,NA,CA,SK,19/10/2005 0:00,18/10/2016 0:00,star-daze.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_948,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_988,39,8,utf-8,YouTubeFrontEnd,no-cache,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,youtube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_126,40,13,UTF-8,nginx,no-cache,637,None,None,None,None,ns2ns1.tk,12,1,5,1340,0,0,16,12,964,1622,16,4,Maligna
M0_139,40,13,UTF-8,nginx,no-cache,640,None,None,None,None,textsex.tk,12,1,4,1325,0,0,18,14,2091,1749,18,6,Maligna
M0_143,40,13,UTF-8,nginx,no-cache,643,None,None,None,None,sexyster.tk,11,1,4,1266,0,0,15,12,960,1548,15,4,Maligna
M0_158,40,11,UTF-8,nginx,no-cache,667,None,None,None,None,job-companybuild.tk,21,1,5,2383,0,0,29,25,3786,2983,29,8,Maligna
M0_160,40,11,UTF-8,nginx,no-cache,667,None,None,None,None,infoweb-coolinfo.tk,19,1,5,2243,0,0,25,22,3021,2691,25,6,Maligna
M0_39,40,10,utf-8,Apache,public; max-age=300,3016,None,None,None,None,alice.it,11,0,2,1285,0,0,17,18,2462,1741,17,6,Maligna
M0_45,40,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,None,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,stormpages.com,19,0,2,2610,0,0,25,22,7715,3074,25,6,Maligna
B0_1011,40,9,UTF-8,Apache-Coyote/1.1,max-age=900; public,NA,US,ca,14/05/1999 0:00,28/06/2016 0:00,rottentomatoes.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1017,40,9,UTF-8,mw2239.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1033,40,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,7283,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1075,40,10,utf-8,Yippee-Ki-Yay,no-cache; must-revalidate; post-check=0; pre-check=0,12513,US,Arizona,13/09/2001 23:03,13/02/2013 1:33,stm.info,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1116,40,7,UTF-8,Apache,no-store; no-cache; must-revalidate; post-check=0; pre-check=0; public,13183,US,CA,22/02/2001 0:00,7/02/2017 0:00,gruntsmilitary.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1142,40,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,6222,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_116,40,9,UTF-8,Apache,None,7942,US,CA,2/10/2005 0:00,3/10/2016 0:00,otakureview.net,8,0,2,1016,0,0,12,14,1612,1324,12,4,Benigna
B0_1195,40,7,utf-8,None,None,NA,CA,ON,27/08/2002 0:00,1/06/2016 0:00,liveauctioneers.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1228,40,9,utf-8,cloudflare-nginx,public; max-age=7200,NA,US,CO,28/09/1996 0:00,26/09/2016 0:00,songlyrics.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1244,40,8,iso-8859-1,cloudflare-nginx,None,NA,ES,Alicante,5/06/2006 0:00,24/03/2017 0:00,4tube.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1311,40,9,ISO-8859-1,Apache,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,famouswhy.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1383,40,12,UTF-8,Apache,None,3013,US,CA,20/10/1998 0:00,4/12/2013 0:00,ask.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1415,40,11,utf-8,nginx,must-revalidate,NA,US,NY,23/03/1995 0:00,3/03/2017 0:00,wn.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2010,40,10,UTF-8,mw2165.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,4692,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,7,4,3,630,0,0,7,5,310,630,7,0,Benigna
B0_2034,40,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,9433,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_2068,40,9,UTF-8,mw2192.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,14,12,5,1092,0,0,14,4,244,1092,14,0,Benigna
B0_2148,40,9,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,New Jersey,23/04/2002 18:56,20/08/2015 15:58,lrhsd.org,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_222,40,8,UTF-8,Apache/2.2.23 (Amazon),None,11590,US,New York,26/09/2005 0:00,23/07/2011 0:00,organizedwisdom.com,156,17,12,23383,0,0,162,206,295213,23877,162,6,Benigna
B0_2275,40,9,iso-8859-1,Apache,None,230,US,California,4/01/1995 0:00,4/01/2017 0:00,infohub.com,5,3,3,486,0,0,5,4,244,486,5,0,Benigna
B0_2323,40,6,utf-8,None,no-cache,NA,None,None,22/02/1996 0:00,16/01/2015 0:00,myspace.com,12,4,8,924,0,0,12,10,642,924,12,0,Benigna
B0_251,40,7,ISO-8859-1,LiteSpeed,private; no-cache; no-store; must-revalidate; max-age=0,618,AU,Vic,30/07/2004 0:00,30/03/2014 0:00,classicaustraliantv.com,24,6,4,1784,0,0,26,27,23886,1950,26,2,Benigna
B0_309,40,8,ISO-8859-1,None,None,NA,US,ME,5/11/2008 0:00,7/10/2016 0:00,joshuamadore.com,17,3,9,1394,0,0,19,20,12358,1546,19,2,Benigna
B0_349,40,9,utf-8,nginx/1.11.3,None,NA,None,None,1/07/2007 5:40,8/12/2016 14:01,census-online.us,16,11,2,2272,0,0,20,26,16035,2576,20,4,Benigna
B0_353,40,9,utf-8,ATS,None,622,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,8,1,3,1088,0,0,14,13,2036,1524,14,6,Benigna
B0_376,40,9,ISO-8859-1,Apache/2.2.32,None,NA,US,MO,29/12/2005 0:00,30/09/2015 0:00,sdsufans.com,21,0,2,2021,0,0,23,25,26799,2165,23,2,Benigna
B0_391,40,6,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,PA,5/06/2003 0:00,26/11/2014 0:00,thefreedictionary.com,22,0,2,1724,0,0,24,26,38477,1886,24,2,Benigna
B0_409,40,7,utf-8,None,None,NA,CA,ON,27/08/2002 0:00,1/06/2016 0:00,liveauctioneers.com,76,9,7,8268,0,0,84,88,117625,8898,84,8,Benigna
B0_416,40,6,ISO-8859-1,nginx/1.12.0,None,1108,None,None,17/02/2009 0:00,16/02/2015 0:00,blackcatwhitecatphotography.com,15,10,4,1166,0,0,19,19,1626,1538,19,4,Benigna
B0_442,40,9,utf-8,nginx/1.4.6 (Ubuntu),max-age=900,NA,US,CA,2/12/2005 0:00,2/12/2016 0:00,zimbio.com,26,1,3,4229,0,0,30,36,32381,4517,30,4,Benigna
B0_520,40,9,UTF-8,Microsoft-IIS/7.5,None,63279,US,OH,8/11/1998 0:00,16/03/2015 0:00,skisite.com,56,4,8,4551,0,0,60,59,67881,4843,60,4,Benigna
B0_552,40,8,ISO-8859-1,Apache,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,15240,None,None,12/02/2002 0:00,16/10/2014 0:00,costumecraze.com,8,4,1,1325,0,0,12,12,2833,1637,12,4,Benigna
B0_562,40,9,utf-8,Apache,private; must-revalidate; s-maxage=0; max-age=0,65993,US,MO,20/05/1996 0:00,24/10/2016 0:00,answers.com,24,0,9,2112,0,0,28,29,16019,2404,28,4,Benigna
B0_590,40,7,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,48,41,9,6057,0,0,56,54,15706,6657,56,8,Benigna
B0_685,40,8,ISO-8859-1,nginx,private; no-cache; no-store; must-revalidate,NA,US,WA,8/04/1996 0:00,18/11/2016 0:00,whitepages.com,16,5,5,1615,0,0,20,23,25358,1931,20,4,Benigna
B0_697,40,8,UTF-8,nginx,private; max-age=584,15363,US,NY,8/05/1996 0:00,27/01/2017 0:00,cbssports.com,20,5,9,2948,0,0,24,27,5557,3248,24,4,Benigna
B0_703,40,6,iso-8859-1,None,None,411,US,TX,2/03/1999 0:00,1/02/2017 0:00,mineralwellsindex.com,14,1,3,1981,0,0,20,19,6759,2497,20,6,Benigna
B0_765,40,7,UTF-8,GSE,private; max-age=0,38119,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,38,1,3,2995,0,0,44,37,41717,3531,44,6,Benigna
B0_803,40,9,ISO-8859-1,cloudflare-nginx,max-age=1; public; must-revalidate,NA,US,NJ,17/12/2007 0:00,15/12/2015 0:00,tokyohive.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_863,40,9,utf-8,nginx + Phusion Passenger,no-cache,NA,US,FL,3/06/2000 0:00,5/05/2016 0:00,uslsoccer.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_976,40,7,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,6498,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_980,40,9,utf-8,ATS,None,622,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_116,41,13,UTF-8,nginx,no-cache,643,None,None,None,None,allxscan.tk,9,0,3,1142,0,0,13,12,1991,1430,13,4,Maligna
M0_156,41,11,UTF-8,nginx,no-cache,670,None,None,None,None,hosting-controlpr.tk,15,1,5,1653,0,0,21,19,2798,2103,21,6,Maligna
M0_52,41,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,None,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,stormpages.com,24,0,2,4034,0,0,30,26,12486,4498,30,6,Maligna
M0_57,41,11,UTF-8,Proxy Pandeiro UOL,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,27103,BR,None,None,None,xpg.com.br,22,0,3,2316,0,0,26,28,31378,2640,26,4,Maligna
M0_92,41,10,iso-8859-1,nginx/1.8.0,None,218,None,None,18/07/2005 0:00,18/06/2016 0:00,inlinea.co.uk,7,0,1,737,0,0,11,10,1162,1047,11,4,Maligna
B0_107,41,6,iso-8859-1,nginx,None,318,None,None,21/11/2016 0:00,13/01/2017 0:00,asiancanadianwritersworkshop.com,8,0,2,1089,0,0,14,13,1977,1601,14,6,Benigna
B0_1283,41,8,utf-8,nginx,None,NA,US,Oregon,30/08/2000 0:00,16/08/2016 0:00,discogs.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1296,41,8,utf-8,Apache,private; must-revalidate; s-maxage=0; max-age=0,65473,US,MO,20/05/1996 0:00,24/10/2016 0:00,answers.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1373,41,9,UTF-8,nginx/1.12.0,None,NA,US,Pennsylvania,8/09/2007 0:00,9/09/2016 0:00,pittsburghnewswire.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1378,41,8,us-ascii,Microsoft-HTTPAPI/2.0,None,324,GB,worcs,25/10/2006 0:00,18/10/2016 0:00,pagemost.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1425,41,10,utf-8,nginx/1.8.1,public; max-age=587,NA,US,NY,18/10/1994 0:00,6/10/2016 0:00,nhl.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_192,41,9,UTF-8,mw2231.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,0,0,0,0,0,0,0,2,124,0,0,0,Benigna
B0_2019,41,9,UTF-8,mw2165.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,3,3,1,366,0,0,3,4,244,366,3,0,Benigna
